,molecule,bond_index,bond_type,fragment1,fragment2,delta_assigned_stereo,delta_unassigned_stereo,BDE,predicted,is_metab_site,mol_id
121,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1,33,C-H,[H],CCOC(=O)C1=C([CH]OCCN)NC(C)=C(C(=O)OC)C1c1ccccc1,0,0,81.46,81.677635,False,1082
122,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1,35,C-H,[H],CCOC(=O)C1=C(CO[CH]CN)NC(C)=C(C(=O)OC)C1c1ccccc1,0,0,95.96,95.71423,False,1082
123,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1,37,C-H,[H],CCOC(=O)C1=C(COC[CH]N)NC(C)=C(C(=O)OC)C1c1ccccc1,0,0,90.24,90.98318,False,1082
124,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1,42,C-H,[H],[CH2]C1=C(C(=O)OC)C(c2ccccc2)C(C(=O)OCC)=C(COCCN)N1,0,0,89.61,90.30160500000001,False,1082
125,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1,45,C-H,[H],[CH2]OC(=O)C1=C(C)NC(COCCN)=C(C(=O)OCC)C1c1ccccc1,0,0,97.88,97.75567,False,1082
126,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1,48,C-H,[H],CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)[C]1c1ccccc1,0,-1,78.34,80.09396,True,1082
127,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1,49,C-H,[H],CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1[c]cccc1,0,0,,,False,1082
128,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1,50,C-H,[H],CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1c[c]ccc1,0,0,110.61,110.98595,False,1082
129,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1,51,C-H,[H],CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1cc[c]cc1,0,0,111.06,111.32399,False,1082
130,COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,24,C-H,[H],[CH2]Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,0,0,,,True,1058
131,COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,27,C-H,[H],COc1[c]cc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,0,0,110.67,113.08065,False,1058
132,COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,28,C-H,[H],COc1c[c]c2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,0,0,108.66,110.50679,False,1058
133,COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,29,C-H,[H],COc1[c]c2c(cc1)[C@H]1CC[C@]3(C)[C@@H](O)CC[C@H]3[C@@H]1CC2,0,0,,112.06663999999999,False,1058
134,COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,30,C-H,[H],COc1ccc2c(c1)[CH]C[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,0,0,84.98,86.385284,False,1058
135,COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,32,C-H,[H],COc1ccc2c(c1)C[CH][C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,0,0,96.11,96.134056,False,1058
136,COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,34,C-H,[H],COc1ccc2c(c1)CC[C]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,-1,0,93.93,96.227776,False,1058
137,COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,35,C-H,[H],COc1ccc2c(c1)CC[C@@H]1[C]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,-1,0,83.61,92.05790999999999,False,1058
138,COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,36,C-H,[H],COc1ccc2c(c1)CC[C@@H]1[C@@H]2[CH]C[C@]2(C)[C@@H](O)CC[C@@H]12,0,0,,,False,1058
139,COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,38,C-H,[H],COc1ccc2c(c1)CC[C@@H]1[C@@H]2C[CH][C@]2(C)[C@@H](O)CC[C@@H]12,0,0,97.94,96.61247,False,1058
140,COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,40,C-H,[H],[CH2][C@]12CC[C@@H]3c4ccc(OC)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,0,0,98.85,99.98607,False,1058
141,COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,43,C-H,[H],COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C](O)CC[C@@H]12,-1,0,92.34,92.77461,False,1058
142,COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,45,C-H,[H],COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)[CH]C[C@@H]12,0,0,96.14,95.24644,False,1058
143,COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,47,C-H,[H],COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)C[CH][C@@H]12,0,0,,,False,1058
144,COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,49,C-H,[H],COc1ccc2c(c1)CC[C@H]1[C]3CC[C@H](O)[C@@]3(C)CC[C@H]21,-1,0,92.19,100.297195,False,1058
145,Cc1c(CO)cccc1Nc1ccccc1C(=O)O,20,C-H,[H],[CH2]c1c(CO)cccc1Nc1ccccc1C(=O)O,0,0,89.26,89.30806,False,1091
146,Cc1c(CO)cccc1Nc1ccccc1C(=O)O,23,C-H,[H],Cc1c([CH]O)cccc1Nc1ccccc1C(=O)O,0,0,83.19,83.86847,True,1091
147,Cc1c(CO)cccc1Nc1ccccc1C(=O)O,26,C-H,[H],Cc1c(CO)[c]ccc1Nc1ccccc1C(=O)O,0,0,111.32,111.78351599999999,False,1091
148,Cc1c(CO)cccc1Nc1ccccc1C(=O)O,27,C-H,[H],Cc1c(CO)c[c]cc1Nc1ccccc1C(=O)O,0,0,111.14,110.93608,False,1091
149,Cc1c(CO)cccc1Nc1ccccc1C(=O)O,28,C-H,[H],Cc1c(Nc2ccccc2C(=O)O)[c]ccc1CO,0,0,109.3,112.08305,False,1091
150,Cc1c(CO)cccc1Nc1ccccc1C(=O)O,30,C-H,[H],Cc1c(CO)cccc1Nc1[c]cccc1C(=O)O,0,0,109.75,112.37895,False,1091
151,Cc1c(CO)cccc1Nc1ccccc1C(=O)O,31,C-H,[H],Cc1c(CO)cccc1Nc1c[c]ccc1C(=O)O,0,0,110.36,110.910446,False,1091
152,Cc1c(CO)cccc1Nc1ccccc1C(=O)O,32,C-H,[H],Cc1c(CO)cccc1Nc1cc[c]cc1C(=O)O,0,0,112.68,113.23758000000001,False,1091
153,Cc1c(CO)cccc1Nc1ccccc1C(=O)O,33,C-H,[H],Cc1c(CO)cccc1Nc1ccc[c]c1C(=O)O,0,0,111.05,111.58108,False,1091
154,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,25,C-H,[H],[CH2]CCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,0,0,100.13,100.17409,False,1077
155,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,28,C-H,[H],C[CH]CCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,0,0,,,False,1077
156,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,30,C-H,[H],CC[CH]CCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,0,0,97.29,97.2386,False,1077
157,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,32,C-H,[H],CCC[CH]Cc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,0,0,97.12,97.37584,False,1077
158,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,34,C-H,[H],CCCC[CH]c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,0,0,87.4,87.28472,False,1077
159,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,36,C-H,[H],CCCCCc1[c]c(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,0,0,112.06,113.29556000000001,False,1077
160,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,38,C-H,[H],CCCCCc1[c]c2c(c(O)c1)[C@@H]1C=C(C)CC[C@H]1C(C)(C)O2,0,0,113.79,113.36017,False,1077
161,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,39,C-H,[H],[CH2]C1(C)Oc2cc(CCCCC)cc(O)c2[C@@H]2C=C(C)CC[C@H]21,0,1,100.8,100.4729,False,1077
162,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,45,C-H,[H],CCCCCc1cc(O)c2c(c1)OC(C)(C)[C]1CCC(C)=C[C@H]12,-1,0,,95.887794,False,1077
163,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,46,C-H,[H],CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1[CH]CC(C)=C[C@@H]21,0,0,96.43,96.905106,False,1077
164,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,48,C-H,[H],CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1C[CH]C(C)=C[C@@H]21,0,0,83.8,84.72792,False,1077
165,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,50,C-H,[H],[CH2]C1=C[C@H]2c3c(O)cc(CCCCC)cc3OC(C)(C)[C@@H]2CC1,0,0,88.19,88.35446999999999,True,1077
166,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,53,C-H,[H],CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=[C][C@@H]21,0,0,108.12,108.609146,False,1077
167,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,54,C-H,[H],CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C]21,-1,0,73.07,81.438385,False,1077
168,CC(C)(C)C1CCC(C2=C(O)C(=O)c3ccccc3C2=O)CC1,25,C-H,[H],[CH2]C(C)(C)C1CCC(C2=C(O)C(=O)c3ccccc3C2=O)CC1,0,0,100.21,99.58069,True,1070
169,CC(C)(C)C1CCC(C2=C(O)C(=O)c3ccccc3C2=O)CC1,34,C-H,[H],CC(C)(C)[C]1CCC(C2=C(O)C(=O)c3ccccc3C2=O)CC1,0,0,95.78,95.55048000000001,False,1070
170,CC(C)(C)C1CCC(C2=C(O)C(=O)c3ccccc3C2=O)CC1,35,C-H,[H],CC(C)(C)C1[CH]CC(C2=C(O)C(=O)c3ccccc3C2=O)CC1,0,2,97.04,95.480896,False,1070
171,CC(C)(C)C1CCC(C2=C(O)C(=O)c3ccccc3C2=O)CC1,37,C-H,[H],CC(C)(C)C1C[CH]C(C2=C(O)C(=O)c3ccccc3C2=O)CC1,0,2,98.15,97.33919,False,1070
172,CC(C)(C)C1CCC(C2=C(O)C(=O)c3ccccc3C2=O)CC1,39,C-H,[H],CC(C)(C)C1CC[C](C2=C(O)C(=O)c3ccccc3C2=O)CC1,0,0,83.05,79.789536,False,1070
173,CC(C)(C)C1CCC(C2=C(O)C(=O)c3ccccc3C2=O)CC1,41,C-H,[H],CC(C)(C)C1CCC(C2=C(O)C(=O)c3[c]cccc3C2=O)CC1,0,0,113.4,111.97936999999999,False,1070
174,CC(C)(C)C1CCC(C2=C(O)C(=O)c3ccccc3C2=O)CC1,42,C-H,[H],CC(C)(C)C1CCC(C2=C(O)C(=O)c3c[c]ccc3C2=O)CC1,0,0,111.6,111.68656000000001,False,1070
175,CC(C)(C)C1CCC(C2=C(O)C(=O)c3ccccc3C2=O)CC1,43,C-H,[H],CC(C)(C)C1CCC(C2=C(O)C(=O)c3cc[c]cc3C2=O)CC1,0,0,111.21,111.48165,False,1070
176,CC(C)(C)C1CCC(C2=C(O)C(=O)c3ccccc3C2=O)CC1,44,C-H,[H],CC(C)(C)C1CCC(C2=C(O)C(=O)c3ccc[c]c3C2=O)CC1,0,0,,111.475075,False,1070
177,Cc1cccc(Nc2ccccc2C(=O)O)c1C,19,C-H,[H],[CH2]c1cccc(Nc2ccccc2C(=O)O)c1C,0,0,90.26,90.50938000000001,True,1030
178,Cc1cccc(Nc2ccccc2C(=O)O)c1C,22,C-H,[H],Cc1[c]ccc(Nc2ccccc2C(=O)O)c1C,0,0,111.23,111.57354,False,1030
179,Cc1cccc(Nc2ccccc2C(=O)O)c1C,23,C-H,[H],Cc1c[c]cc(Nc2ccccc2C(=O)O)c1C,0,0,110.98,110.70793,False,1030
180,Cc1cccc(Nc2ccccc2C(=O)O)c1C,24,C-H,[H],Cc1cc[c]c(Nc2ccccc2C(=O)O)c1C,0,0,,,False,1030
181,Cc1cccc(Nc2ccccc2C(=O)O)c1C,26,C-H,[H],Cc1cccc(Nc2[c]cccc2C(=O)O)c1C,0,0,109.94,112.37895,False,1030
182,Cc1cccc(Nc2ccccc2C(=O)O)c1C,27,C-H,[H],Cc1cccc(Nc2c[c]ccc2C(=O)O)c1C,0,0,,,False,1030
183,Cc1cccc(Nc2ccccc2C(=O)O)c1C,28,C-H,[H],Cc1cccc(Nc2cc[c]cc2C(=O)O)c1C,0,0,112.68,113.23758000000001,False,1030
184,Cc1cccc(Nc2ccccc2C(=O)O)c1C,29,C-H,[H],Cc1cccc(Nc2ccc[c]c2C(=O)O)c1C,0,0,110.99,111.58108,False,1030
185,Cc1cccc(Nc2ccccc2C(=O)O)c1C,31,C-H,[H],[CH2]c1c(C)cccc1Nc1ccccc1C(=O)O,0,0,88.71,88.41507,False,1030
186,CC1=NC2C(C(O)=CC(=O)N2Cc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)C(C)=N1,36,C-H,[H],[CH2]C1=NC2C(C(O)=CC(=O)N2Cc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)C(C)=N1,0,0,,92.56384,True,1024
187,CC1=NC2C(C(O)=CC(=O)N2Cc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)C(C)=N1,39,C-H,[H],CC1=N[C]2C(C(O)=CC(=O)N2Cc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)C(C)=N1,0,-1,68.13,86.87184,False,1024
188,CC1=NC2C(C(O)=CC(=O)N2Cc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)C(C)=N1,40,C-H,[H],CC1=NC2[C](C(O)=CC(=O)N2Cc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)C(C)=N1,0,-1,,,False,1024
189,CC1=NC2C(C(O)=CC(=O)N2Cc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)C(C)=N1,42,C-H,[H],CC1=NC2C(C(O)=[C]C(=O)N2Cc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)C(C)=N1,0,0,114.82,115.82953,False,1024
190,CC1=NC2C(C(O)=CC(=O)N2Cc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)C(C)=N1,43,C-H,[H],CC1=NC2C(C(O)=CC(=O)N2[CH]c2ccc(-c3ccccc3-c3nnn[nH]3)cc2)C(C)=N1,0,0,89.35,84.95487,False,1024
191,CC1=NC2C(C(O)=CC(=O)N2Cc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)C(C)=N1,45,C-H,[H],CC1=NC2C(C(O)=CC(=O)N2Cc2[c]cc(-c3ccccc3-c3nnn[nH]3)cc2)C(C)=N1,0,0,111.51,111.23692,False,1024
192,CC1=NC2C(C(O)=CC(=O)N2Cc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)C(C)=N1,46,C-H,[H],CC1=NC2C(C(O)=CC(=O)N2Cc2c[c]c(-c3ccccc3-c3nnn[nH]3)cc2)C(C)=N1,0,0,111.82,110.14116999999999,False,1024
193,CC1=NC2C(C(O)=CC(=O)N2Cc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)C(C)=N1,47,C-H,[H],CC1=NC2C(C(O)=CC(=O)N2Cc2ccc(-c3[c]cccc3-c3nnn[nH]3)cc2)C(C)=N1,0,0,112.0,111.07186999999999,False,1024
194,CC1=NC2C(C(O)=CC(=O)N2Cc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)C(C)=N1,48,C-H,[H],CC1=NC2C(C(O)=CC(=O)N2Cc2ccc(-c3c[c]ccc3-c3nnn[nH]3)cc2)C(C)=N1,0,0,111.42,111.311356,False,1024
195,CC1=NC2C(C(O)=CC(=O)N2Cc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)C(C)=N1,49,C-H,[H],CC1=NC2C(C(O)=CC(=O)N2Cc2ccc(-c3cc[c]cc3-c3nnn[nH]3)cc2)C(C)=N1,0,0,,,False,1024
196,CC1=NC2C(C(O)=CC(=O)N2Cc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)C(C)=N1,50,C-H,[H],CC1=NC2C(C(O)=CC(=O)N2Cc2ccc(-c3ccc[c]c3-c3nnn[nH]3)cc2)C(C)=N1,0,0,112.75,112.65938999999999,False,1024
197,CC1=NC2C(C(O)=CC(=O)N2Cc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)C(C)=N1,54,C-H,[H],[CH2]C1=NC(C)=NC2C1C(O)=CC(=O)N2Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,0,0,,,False,1024
198,CCCCCOc1ccc2ccc(=O)oc2c1,18,C-H,[H],[CH2]CCCCOc1ccc2ccc(=O)oc2c1,0,0,99.95,100.19644,False,1071
199,CCCCCOc1ccc2ccc(=O)oc2c1,21,C-H,[H],C[CH]CCCOc1ccc2ccc(=O)oc2c1,0,0,97.24,96.982956,False,1071
200,CCCCCOc1ccc2ccc(=O)oc2c1,23,C-H,[H],CC[CH]CCOc1ccc2ccc(=O)oc2c1,0,0,97.41,97.07212,False,1071
201,CCCCCOc1ccc2ccc(=O)oc2c1,25,C-H,[H],CCC[CH]COc1ccc2ccc(=O)oc2c1,0,0,98.54,98.12384,False,1071
202,CCCCCOc1ccc2ccc(=O)oc2c1,27,C-H,[H],CCCC[CH]Oc1ccc2ccc(=O)oc2c1,0,0,95.35,94.19153,True,1071
203,CCCCCOc1ccc2ccc(=O)oc2c1,29,C-H,[H],CCCCCOc1[c]cc2ccc(=O)oc2c1,0,0,114.24,113.080025,False,1071
204,CCCCCOc1ccc2ccc(=O)oc2c1,30,C-H,[H],CCCCCOc1c[c]c2ccc(=O)oc2c1,0,0,111.87,109.91078,False,1071
205,CCCCCOc1ccc2ccc(=O)oc2c1,31,C-H,[H],CCCCCOc1ccc2[c]cc(=O)oc2c1,0,0,110.35,109.33046999999999,False,1071
206,CCCCCOc1ccc2ccc(=O)oc2c1,32,C-H,[H],CCCCCOc1ccc2c[c]c(=O)oc2c1,0,0,,,False,1071
207,CCCCCOc1ccc2ccc(=O)oc2c1,33,C-H,[H],CCCCCOc1[c]c2oc(=O)ccc2cc1,0,0,114.01,115.118835,False,1071
208,CCOc1ccc(NC(C)=O)cc1,13,C-H,[H],[CH2]COc1ccc(NC(C)=O)cc1,0,0,102.01,101.56218,False,1020
209,CCOc1ccc(NC(C)=O)cc1,16,C-H,[H],C[CH]Oc1ccc(NC(C)=O)cc1,0,0,94.47,94.10829,True,1020
210,CCOc1ccc(NC(C)=O)cc1,18,C-H,[H],CCOc1[c]cc(NC(C)=O)cc1,0,0,110.48,113.08818000000001,False,1020
211,CCOc1ccc(NC(C)=O)cc1,19,C-H,[H],CCOc1c[c]c(NC(C)=O)cc1,0,0,111.11,112.017876,False,1020
212,CCOc1ccc(NC(C)=O)cc1,21,C-H,[H],[CH2]C(=O)Nc1ccc(OCC)cc1,0,0,,,False,1020
213,Cc1cccc(C)c1OCC(C)N,13,C-H,[H],[CH2]c1cccc(C)c1OCC(C)N,0,0,89.62,89.742355,True,1042
214,Cc1cccc(C)c1OCC(C)N,16,C-H,[H],Cc1[c]ccc(C)c1OCC(C)N,0,0,111.08,111.03296999999999,False,1042
215,Cc1cccc(C)c1OCC(C)N,17,C-H,[H],Cc1c[c]cc(C)c1OCC(C)N,0,0,111.24,111.537476,False,1042
216,Cc1cccc(C)c1OCC(C)N,22,C-H,[H],Cc1cccc(C)c1O[CH]C(C)N,0,0,94.97,94.82982,False,1042
217,Cc1cccc(C)c1OCC(C)N,24,C-H,[H],C[C](N)COc1c(C)cccc1C,0,-1,89.95,89.12269599999999,False,1042
218,Cc1cccc(C)c1OCC(C)N,25,C-H,[H],[CH2]C(N)COc1c(C)cccc1C,0,0,100.78,101.07292,False,1042
219,C=C(C)[C@H]1CC=C(C)CC1,10,C-H,[H],[CH]=C(C)[C@H]1CC=C(C)CC1,0,0,109.43,109.115555,False,1049
220,C=C(C)[C@H]1CC=C(C)CC1,12,C-H,[H],[CH2]C(=C)[C@H]1CC=C(C)CC1,0,0,88.16,88.13079,False,1049
221,C=C(C)[C@H]1CC=C(C)CC1,15,C-H,[H],C=C(C)[C]1CC=C(C)CC1,-1,0,85.04,84.03715,False,1049
222,C=C(C)[C@H]1CC=C(C)CC1,16,C-H,[H],C=C(C)[C@H]1[CH]C=C(C)CC1,0,0,84.07,83.14197,False,1049
223,C=C(C)[C@H]1CC=C(C)CC1,18,C-H,[H],C=C(C)[C@H]1C[C]=C(C)CC1,0,0,108.04,107.95692,False,1049
224,C=C(C)[C@H]1CC=C(C)CC1,19,C-H,[H],[CH2]C1=CC[C@H](C(=C)C)CC1,0,0,,88.30807,True,1049
225,C=C(C)[C@H]1CC=C(C)CC1,22,C-H,[H],C=C(C)[C@@H]1C[CH]C(C)=CC1,0,0,85.23,85.39671,False,1049
226,C=C(C)[C@H]1CC=C(C)CC1,24,C-H,[H],C=C(C)[C@@H]1[CH]CC(C)=CC1,0,0,97.67,97.719666,False,1049
227,CC(=O)[C@]1(C)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,27,C-H,[H],[CH2]C(=O)[C@]1(C)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0,0,94.4,93.881546,True,1068
228,CC(=O)[C@]1(C)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,30,C-H,[H],[CH2][C@@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0,0,99.11,98.688644,False,1068
229,CC(=O)[C@]1(C)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,33,C-H,[H],CC(=O)[C@]1(C)[CH]C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0,0,,,False,1068
230,CC(=O)[C@]1(C)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,35,C-H,[H],CC(=O)[C@]1(C)C[CH][C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0,0,96.46,97.01617399999999,False,1068
231,CC(=O)[C@]1(C)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,37,C-H,[H],CC(=O)[C@]1(C)CC[C]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,-1,0,,,False,1068
232,CC(=O)[C@]1(C)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,38,C-H,[H],CC(=O)[C@]1(C)CC[C@H]2[C]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,-1,0,95.27,96.796745,False,1068
233,CC(=O)[C@]1(C)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,39,C-H,[H],CC(=O)[C@]1(C)CC[C@H]2[C@@H]3[CH]CC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0,0,,,False,1068
234,CC(=O)[C@]1(C)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,41,C-H,[H],CC(=O)[C@]1(C)CC[C@H]2[C@@H]3C[CH]C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0,0,81.83,84.68489,False,1068
235,CC(=O)[C@]1(C)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,43,C-H,[H],CC(=O)[C@]1(C)CC[C@H]2[C@@H]3CCC4=[C]C(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0,0,110.94,110.94568000000001,False,1068
236,CC(=O)[C@]1(C)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,44,C-H,[H],CC(=O)[C@]1(C)CC[C@H]2[C@@H]3CCC4=CC(=O)[CH]C[C@]4(C)[C@H]3CC[C@@]21C,0,0,90.67,91.14186,False,1068
237,CC(=O)[C@]1(C)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,46,C-H,[H],CC(=O)[C@]1(C)CC[C@H]2[C@@H]3CCC4=CC(=O)C[CH][C@]4(C)[C@H]3CC[C@@]21C,0,0,,,False,1068
238,CC(=O)[C@]1(C)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,48,C-H,[H],[CH2][C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@@](C)(C(C)=O)[C@@]3(C)CC[C@@H]12,0,0,98.74,99.53211999999999,False,1068
239,CC(=O)[C@]1(C)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,51,C-H,[H],CC(=O)[C@]1(C)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C]3CC[C@@]21C,-1,0,94.52,95.26868,False,1068
